company,text,published_time,num_likes,num_comments,num_shares,year_month,cleaned_text,polarity,sentiment,dominant_topic
getwriter,"We’re on a conference streak! Fresh off an incredible #CES2025, I’m now heading to #NRF2025 in NYC. This time, it’s all about how retailers are using generative AI to completely transform their businesses.

From getting products to market faster to hyper-personalizing customer experiences and reimagining workflows with smarter, automated decision-making, retailers are unlocking more time for the big, creative, and strategic work that drives real impact.

Can’t wait to dive in and showcase what’s real and in production today!

#NRF #RetailAI #CPGAI",2025-01-13 17:36:08.812000036,39,2,3,2025-01,conference streak fresh incredible ce im heading nrf nyc time retailer using generative ai completely transform business getting product market faster hyperpersonalizing customer experience reimagining workflow smarter automated decisionmaking retailer unlocking time big creative strategic work drive real impact cant wait dive showcase whats real production today nrf retailai cpgai,0.34375,positive,0
getwriter,"The one slide that every executive I met wanted to double click into at CES....

What makes agents different than the AI app or copilot of last year?

They can self-orchestrate.

If you give them a goal they can reference available components and come up with the necessary sequence of steps to solve it.

Except, we know first-hand how complex enterprise workflows are — we're reinventing them alongside our customers at Writer.

They're SO complex that even the executives, mangers, and teams at those companies can have a hard time articulating exactly what goes into them.

Anyone telling you agents are going to be able to understand these workflows on the fly doesn't actually understand this complexity.

You mostly DON'T want your AI agents totally self-orchestrating.

Today to see real ROI with AI agents you need CONTROLS. You need a design pattern that can capture the nuanced way your teams work so that your agents can plug in and assist with your mission critical workflows.

You need orchestration.

An orchestration layer that can help guide agents — to the right AI app with business logic, to the right tools you need to interact with your systems and data, and to the right people to approve, monitor, and contribute.

AND YET — the technology alone is not enough.

You need the expertise in the actual complexity of the workflow. 

Brush up on those business process mapping skills folks. 

It's the new prompt engineering.",2025-01-13 16:13:06.257999896,658,53,46,2025-01,one slide every executive met wanted double click ce make agent different ai app copilot last year selforchestrate give goal reference available component come necessary sequence step solve except know firsthand complex enterprise workflow reinventing alongside customer writer theyre complex even executive manger team company hard time articulating exactly go anyone telling agent going able understand workflow fly doesnt actually understand complexity mostly dont want ai agent totally selforchestrating today see real roi ai agent need control need design pattern capture nuanced way team work agent plug assist mission critical workflow need orchestration orchestration layer help guide agent right ai app business logic right tool need interact system data right people approve monitor contribute yet technology alone enough need expertise actual complexity workflow brush business process mapping skill folk new prompt engineering,0.12508362849271937,positive,0
getwriter,"As I’m sure everyone has been shouting from the rooftops, “2025 is the year of AI agents!”. But let’s be real—most of what’s being said is vague, high-level fluff that sounds impressive but tells you nothing useful. So, let’s cut through the noise and talk about the actual levels and details of LLM agents—because not all agents are created equal, and no, they’re not magical AI fairies that solve everything.
Here’s a breakdown of LLM agent types (without the buzzword salad):

1️⃣ Basic LLM Agents
📌 For when you just need a no-drama, straightforward solution.
What they do: Take a simple input, spit out a coherent response. That’s it.
Use Cases:
- Writing emails or blogs.
- Answering simple questions.
Example: Ask it to draft a blog about AI in healthcare, and boom—you’ve got a passable first draft. Easy peasy.

2️⃣ CoT Agents (Chain of Thought)
📌 The overthinkers of the AI world.
What they do: Break down complex tasks into logical, step-by-step reasoning. Great for when you need the ""how"" behind the answer.
Use Cases:
- Analyzing legal docs.
- Solving multi-step math problems.
Example: Reviewing a legal contract clause by clause and telling you why you probably shouldn’t sign it.

3️⃣ RAG Agents (Retrieval-Augmented Generation)
📌 Because sometimes, even AI needs to Google things.
What they do: Fetch relevant information from external sources and combine it with generative capabilities.
Use Cases:
- Personalized customer support.
- Knowledge management.
Example: Pulling up medical research on a rare disease and generating a detailed treatment recommendation.

4️⃣ ReAct Agents (Reasoning and Acting)
📌 The multitaskers who act and think (we love an efficient king).
What they do: Integrate reasoning with real-time decision-making. Perfect for dynamic, on-the-fly problem-solving.
Use Cases:
- Interactive chatbots.
- Managing supply chain issues.
Example: Noticing inventory shortages, reordering products, and adjusting based on real-time data—all in one go.

5️⃣ Planning Agents
📌 The strategic masterminds (think AI meets chess grandmaster).
What they do: Create action plans to optimize long-term goals, adapting to changes as they go.
Use Cases:
- Business workflow.
- Business strategy.
Example: Planning the safest, most efficient driving route for an autonomous vehicle.

Now that we’ve cut through the high-level fluff, here’s the kicker: building these agents is hard. But it doesn’t have to be—for you, at least.
With Writer, you don’t need to worry about backend complexity. We’re the only platform that offers a full-stack generative AI solution, so you can focus on building impactful agents without sweating the tech.",2025-01-11 21:29:07.829999924,522,39,51,2025-01,im sure everyone shouting rooftop year ai agent let realmost whats said vague highlevel fluff sound impressive tell nothing useful let cut noise talk actual level detail llm agentsbecause agent created equal theyre magical ai fairy solve everything here breakdown llm agent type without buzzword salad basic llm agent need nodrama straightforward solution take simple input spit coherent response thats use case writing email blog answering simple question example ask draft blog ai healthcare boomyouve got passable first draft easy peasy cot agent chain thought overthinkers ai world break complex task logical stepbystep reasoning great need behind answer use case analyzing legal doc solving multistep math problem example reviewing legal contract clause clause telling probably shouldnt sign rag agent retrievalaugmented generation sometimes even ai need google thing fetch relevant information external source combine generative capability use case personalized customer support knowledge management example pulling medical research rare disease generating detailed treatment recommendation react agent reasoning acting multitaskers act think love efficient king integrate reasoning realtime decisionmaking perfect dynamic onthefly problemsolving use case interactive chatbots managing supply chain issue example noticing inventory shortage reordering product adjusting based realtime dataall one go planning agent strategic mastermind think ai meet chess grandmaster create action plan optimize longterm goal adapting change go use case business workflow business strategy example planning safest efficient driving route autonomous vehicle weve cut highlevel fluff here kicker building agent hard doesnt befor least writer dont need worry backend complexity platform offer fullstack generative ai solution focus building impactful agent without sweating tech,0.15990028490028493,positive,0
getwriter,"🎙️ Weekend listening: Our final episode of #HumansofAI Season 2 features a fireside chat with Writer CEO May Habib and CMO Diego Lomanto. It's a great companion piece to May and Diego's sessions at #CES2025, so definitely give the pod a listen! 

In this episode you'll learn more about May’s perspective on the future of Writer, our goal of developing intelligent, accurate, and trustworthy AI systems with a focus on human-centered design.

Listen now. 🎧 > https://ow.ly/Wk8v50UENK7",2025-01-11 17:09:37.101000071,33,0,2,2025-01,weekend listening final episode humansofai season feature fireside chat writer ceo may habib cmo diego lomanto great companion piece may diegos session ce definitely give pod listen episode youll learn may perspective future writer goal developing intelligent accurate trustworthy ai system focus humancentered design listen,0.35714285714285715,positive,2
getwriter,"Accenture 🤝 Writer

We LOVE seeing our partnership with Accenture come to life in so many ways at #CES2025! 👏 From meetings with customers, to booth conversations in the Innovation Hub, to workshops and evening events — we can't wait to see what we'll achieve together in 2025! 🚀 

All under the leadership of these remarkable executives, Accenture CEO Julie Sweet and Writer CEO May Habib ✨",2025-01-09 19:30:01.405999899,277,3,12,2025-01,accenture writer love seeing partnership accenture come life many way ce meeting customer booth conversation innovation hub workshop evening event cant wait see well achieve together leadership remarkable executive accenture ceo julie sweet writer ceo may habib,0.5953125,positive,4
getwriter,"How can brands build emotional connections at scale with customers? And what role can AI play in this process?

May sat down with Michelle Taite, CMO of Intuit Mailchimp, to discuss the future of brand loyalty and marketing at the Brand Innovators Leadership Summit at #CES2025.

Key takeaways from their conversation:

🔹 Trust is King: In an era of information overload, trust is crucial for brand loyalty. Over 70% of consumers expect personalized experiences, and 47% make purchase decisions based on brand trust. Trust is built over time but can be lost quickly. Michelle emphasized that while brands aim to create a seamless customer journey, consumers often value promotions and discounts, which can also build trust.

🔹 Sincere Personalization: Personalization is no longer a luxury but a necessity. Consumers expect brands to use their data to deliver high-value, relevant experiences. Michelle shared an example from Airbnb, where a search for a beach vacation led to personalized results featuring pianos with a view, which created a deeper connection based on her unique interests. This level of personalization requires sophisticated data instrumentation and activation.

🔹 Shared Courage: Courageous acts by brands can be contagious. When a brand takes bold, innovative actions, it can inspire customers to be more courageous in their interactions with the brand. This shared courage helps build a strong, loyal community. Michelle highlighted that brands that take risks and innovate are more likely to resonate with their audience and foster long-term loyalty.

🔹 The Future of Email: Despite the rise of AI and other communication channels, email remains a powerful tool for building emotional connections. Michelle reminded us that email is the highest ROI channel for marketers. Mailchimp uses predictive analytics and generative AI to create highly targeted and visually appealing emails, ensuring that marketers can keep up with the vast amounts of data available.

May and Michelle’s full conversation from #BISummit will soon be available for on-demand viewing, so stay tuned! 📺",2025-01-09 16:15:02.144999981,100,3,2,2025-01,brand build emotional connection scale customer role ai play process may sat michelle taite cmo intuit mailchimp discus future brand loyalty marketing brand innovator leadership summit ce key takeaway conversation trust king era information overload trust crucial brand loyalty consumer expect personalized experience make purchase decision based brand trust trust built time lost quickly michelle emphasized brand aim create seamless customer journey consumer often value promotion discount also build trust sincere personalization personalization longer luxury necessity consumer expect brand use data deliver highvalue relevant experience michelle shared example airbnb search beach vacation led personalized result featuring piano view created deeper connection based unique interest level personalization requires sophisticated data instrumentation activation shared courage courageous act brand contagious brand take bold innovative action inspire customer courageous interaction brand shared courage help build strong loyal community michelle highlighted brand take risk innovate likely resonate audience foster longterm loyalty future email despite rise ai communication channel email remains powerful tool building emotional connection michelle reminded u email highest roi channel marketer mailchimp us predictive analytics generative ai create highly targeted visually appealing email ensuring marketer keep vast amount data available may michelles full conversation bisummit soon available ondemand viewing stay tuned,0.24063492063492062,positive,2
getwriter,"It's Vegas so you gotta bring the star wattage 🌟 

Writer CEO May Habib joined media and venture icon Jeffrey Katzenberg at #CES2025 for some real talk to enterprise leaders about their AI journeys. She was part of a speaker lineup at the Shelly Palmer Innovation Breakfast Series which included Mark Cuban, X CEO Linda Yaccarino, and Tubi CEO Anjali Sud 💥 

May had a clear call-to-action for this audience of enterprise executives: 
YOU have to be in the driver's seat in delivering AI to your companies.

""The success of our generative AI programs - from Goldman Sachs to Franklin Templeton to Kenvue to L'Oreal to Mars - is the partnership of the chief digital officers and the chief marketing officers with their CIOs, who actually get the change. If you allow yourself to be a PASSENGER in this transformation instead of a DRIVER, your companies are not going to be able to do what you need to do."" 

Huge thanks to 3C Ventures CEO Michael Kassan and Shelly Palmer himself for moderating this insightful and entertaining event!",2025-01-08 21:16:56.911000013,164,2,5,2025-01,vega got ta bring star wattage writer ceo may habib joined medium venture icon jeffrey katzenberg ce real talk enterprise leader ai journey part speaker lineup shelly palmer innovation breakfast series included mark cuban x ceo linda yaccarino tubi ceo anjali sud may clear calltoaction audience enterprise executive driver seat delivering ai company success generative ai program goldman sachs franklin templeton kenvue loreal mar partnership chief digital officer chief marketing officer cio actually get change allow passenger transformation instead driver company going able need huge thanks c venture ceo michael kassan shelly palmer moderating insightful entertaining event,0.25833333333333336,positive,4
getwriter,"Second panel at #CES2025 ✅

What a thrill to join so many fantastic leaders to discuss Beyond's AI Marketing Hype Cycle.

My top takeaways:

🔹 AI’s Impact on Marketing: The panel talked about how in the past year, marketers (like many functions) have evolved their thinking “from the wow to the how of AI”. While there has been progress — our customers are living proof — there's still a way to go to integrate AI across the entire marketing operation for the greatest impact.

🔹 ​​The Role of AI in Improving Efficiency and Productivity: Some great panelist quotes on this topic: ""If you look at who are gonna be all winners in AI, it's those who are gonna be able to figure out how to tie planning and measurement and activation together with the same common layer""...""We have to find the mission-critical use case that others are starting to see success from and think about how you're gonna rebuild that use case from the ground up to be AI first.""

🔹 Maintaining Trust in a Data-Driven World: While AI can provide valuable insights, these insights must align with a deep understanding of the consumer, maintaining their trust and ensuring their data is handled responsibly. “The key is not more data…rather, it is how are we using AI to translate and activate on the data.”

A special shout-out to session sponsor MediaLink and my fellow panelists: Cognitiv’s Aaron Andalman, Basis Technologies’ Tyler Kelley, Amgen’s Erin (Monaco) Nocito, The Weather Company’s Randi Stipes, MediaLink’s Mark Wagman, and our moderator David Cohen from IAB. Such an honor to be on stage with you all! 🙏",2025-01-08 16:09:40.332000017,81,2,1,2025-01,second panel ce thrill join many fantastic leader discus beyonds ai marketing hype cycle top takeaway ai impact marketing panel talked past year marketer like many function evolved thinking wow ai progress customer living proof there still way go integrate ai across entire marketing operation greatest impact role ai improving efficiency productivity great panelist quote topic look gon na winner ai gon na able figure tie planning measurement activation together common layerwe find missioncritical use case others starting see success think youre gon na rebuild use case ground ai first maintaining trust datadriven world ai provide valuable insight insight must align deep understanding consumer maintaining trust ensuring data handled responsibly key datarather using ai translate activate data special shoutout session sponsor medialink fellow panelist cognitivs aaron andalman basis technology tyler kelley amgens erin monaco nocito weather company randi stipe medialinks mark wagman moderator david cohen iab honor stage,0.2094155844155844,positive,2
getwriter,"Look who we ran into at #CES2025 👀 May and Mark Cuban talking AI and innovation at Fortune’s #BrainstormTech Dinner. 🧠 Thanks for stopping by, Mark! 🤝",2025-01-07 22:20:34.698999882,459,13,0,2025-01,look ran ce may mark cuban talking ai innovation fortune brainstormtech dinner thanks stopping mark,0.25,positive,4
getwriter,"🎙️ May recently joined Jared S. Taylor on the Slice of Technology podcast to discuss a range of topics, from Writer's ""Aha"" moment, to our vision in the enterprise, to May's leadership insights along the journey. It's a great conversation on Jared's pod in collaboration with HumanX 🎧 

We're looking forward to May also speaking at the #HumanX2025 conference on March 10-13! 🗓️ Check out the agenda and register today: https://www.humanx.co",2025-01-07 20:07:20.387000084,41,2,2,2025-01,may recently joined jared taylor slice technology podcast discus range topic writer aha moment vision enterprise may leadership insight along journey great conversation jareds pod collaboration humanx looking forward may also speaking humanx conference march check agenda register today,0.5,positive,2
getwriter,"💥 And we're off and running in 2025! 

This week I'll be at #CES2025 in Las Vegas — where generative AI is taking center stage, and the Writer team will be speaking at various events and meeting with our customers and partners! 

Here are two sessions I'll be speaking at:
📅 Jan. 8,  8:15am PT, Wynn Resort
Roundtable discussion with the one and only Jeffrey Katzenberg
Request invitation at https://lnkd.in/gYqkXf2r 

📅 Jan. 8,  1:50pm PT, Wynn Resort, Lafite Ballroom
Fireside chat with the brilliant Michelle Taite, CMO at Intuit Mailchimp 
Register at https://lnkd.in/gKRhjif4 

Our own CMO Diego Lomanto (you MUST hear him speak sometime in '25) is also speaking at multiple events, and we’ll be onsite with other Writer leaders including Kevin Chung (who catches every party at CES, don't know how he does it, I'm asleep by 10pm), Alex Wettreich, and Zayed Yasin.

If you’re attending CES, let’s connect!

Also PSA — can we PLEASE get more women to CES? The airport visa lines and the badge pickups and my hotel checkins when I was there were all literally 2-3 women for every 100 guys....are we seriously going to have humanoid robots in our homes before we have even 25% female representation at CES?",2025-01-06 23:00:05.178999901,360,22,9,2025-01,running week ill ce la vega generative ai taking center stage writer team speaking various event meeting customer partner two session ill speaking jan pt wynn resort roundtable discussion one jeffrey katzenberg request invitation jan pm pt wynn resort lafite ballroom fireside chat brilliant michelle taite cmo intuit mailchimp register cmo diego lomanto must hear speak sometime also speaking multiple event well onsite writer leader including kevin chung catch every party ce dont know im asleep pm alex wettreich zayed yasin youre attending ce let connect also psa please get woman ce airport visa line badge pickup hotel checkins literally woman every guysare seriously going humanoid robot home even female representation ce,0.14104166666666668,positive,4
getwriter,"In tech, there’s no better way to jump-start the new year than by attending CES. Team Writer will be there all week and we hope to see you in Vegas! 🎉

It’s no surprise that AI is being featured at #CES2025 — with the opening keynote by Jensen Huang, and our CEO May Habib’s sessions with leaders such as Jeffrey Katzenberg and Michelle Taite. 

I also have the fortune of speaking at two sessions:

📅 Jan. 7,  11:05am PT, Wynn Resort
Reimagining Customer Engagement: The Role of AI and Personalization
I’ll be moderating a panel hosted by Brand Innovators and featuring these amazing leaders:
🔹Liana Cárdenas Cave, Senior Director, Content Orchestration, Hilton
🔹Chelsea Delbridge, Senior Director of Content Marketing, Overwatch, Blizzard Entertainment

Register at https://lnkd.in/eQEWtVAG 

📅 Jan. 7,  4:00pm PT, The Aria, Joshua 9
Beyond AI’s Marketing Hype Cycle
I’m honored to participate on a panel sponsored by MediaLink alongside this distinguished group:
🔹Aaron Andalman, Chief Science Officer & Co-founder, [tag] Cognitiv
🔹David Cohen, CEO, IAB (moderator)
🔹Tyler Kelly, President, Basis Technologies
🔹Erin (Monaco) Nocito, Head of global media, Amgen
🔹Randi Stipes, CMO, The Weather Company
🔹Mark Wagman, Managing Director, MediaLink 

Register at https://lnkd.in/eN3nAWUq 

In addition to May and myself, there will be a strong Writer contingent in Vegas this week. If you’ll be there, DM or comment — let’s connect!",2025-01-06 18:54:39.737999916,101,0,1,2025-01,tech there better way jumpstart new year attending ce team writer week hope see vega surprise ai featured ce opening keynote jensen huang ceo may habibs session leader jeffrey katzenberg michelle taite also fortune speaking two session jan pt wynn resort reimagining customer engagement role ai personalization ill moderating panel hosted brand innovator featuring amazing leader liana cárdenas cave senior director content orchestration hilton chelsea delbridge senior director content marketing overwatch blizzard entertainment register jan pm pt aria joshua beyond ai marketing hype cycle im honored participate panel sponsored medialink alongside distinguished group aaron andalman chief science officer cofounder tag cognitiv david cohen ceo iab moderator tyler kelly president basis technology erin monaco nocito head global medium amgen randi stipe cmo weather company mark wagman managing director medialink register addition may strong writer contingent vega week youll dm comment let connect,0.1183982683982684,positive,4
getwriter,"“Writer has unlocked incredible efficiency for Go1, equipping our global marketing and sales development teams to create high-quality, localized content at scale. It’s saved us significant time and resources while helping us get to market faster.”

Discover why the team at Go1 selected Writer to address their go-to-market challenges at scale, and how they've achieved results across several use cases, including:

📑 1/2 time to complete RFPs
⏰ 40% time savings for marketing campaigns

Read the full story at https://ow.ly/WR0p50UAe9o",2025-01-06 18:01:24.062999964,8,0,0,2025-01,writer unlocked incredible efficiency go equipping global marketing sale development team create highquality localized content scale saved u significant time resource helping u get market faster discover team go selected writer address gotomarket challenge scale theyve achieved result across several use case including time complete rfps time saving marketing campaign read full story,0.28750000000000003,positive,0
